Game all Analysis
50, linear, -0.0636, 54.0559, 7.6974, 0.1743
75, linear, -0.0470, 42.4912, 4.0961, 0.1500
100, linear, -0.0357, 34.2275, -1.5954, 0.1259
150, linear, -0.0241, 25.4826, -4.7896, 0.1114
300, linear, -0.0135, 17.0769, 2.6589, 0.0356
500, linear, 0.0054, 1.2073, 1.2887, 0.3205
1, exponential, 1.6060, -0.0000, 1.2923, 1.0000
20, exponential, 0.0234, 328.7742, -174.7524, 0.1137
50, exponential, 1.0000, 1.0000, 1.0000, 0.6458
75, exponential, 1.0000, 1.0000, 1.0000, 0.6323
100, exponential, 1.0000, 1.0000, 1.0000, 0.5612
150, exponential, 1.0000, 1.0000, 1.0000, 0.4909
300, exponential, 1.0000, 1.0000, 1.0000, 0.4815
500, exponential, 1.0000, 1.0000, 1.0000, 0.3077
1, lognormal, 3.6637, 1.0300, 5122.5549, 0.0959
20, lognormal, 1686.7591, 7452.4463, 4354.2628, 0.0012
50, lognormal, -8789.6463, 9552.9980, 6507.6030, 0.0016
75, lognormal, -14544.3388, 11450.1651, 9576.4121, 0.0029
100, lognormal, -6739.0742, 11228.7659, 5112.1573, 0.0040
150, lognormal, -8849.7426, 15170.1597, 4999.6505, 0.0056
300, lognormal, -12494.9275, 16450.4158, 5688.7253, 0.0097
500, lognormal, -13898.7767, 14559.0520, 6942.8524, 0.0256
bmin selected = 20
--------------------
Generating 2501 data sets...
power distribution: 
[0, 212.01432389594447, 85.088325402550552, 56.809117612194157, 42.651363177690392, 28.476131074606752, 14.273941843520651, 8.5802635760028547, 4.300941829670049]
linear distribution: 
[0, 85.914363911226843, 82.445345618094279, 79.554497040483795, 76.663648462873326, 70.881951307652372, 53.536859841989539, 30.41007122110576, -27.406900331103699]
exponential distribution: 
[0, 206.05844523531874, 102.2420085898228, 57.015792854836789, 31.79515621516499, 9.8876378964974023, 0.29736327022081221, 0.002781081303014347, 2.3524997621036698e-08]
lognormal distribution: 
[0, 212.22672451192122, 84.89304737449028, 56.596060151342165, 42.447414999010135, 28.298624147612678, 14.149608993608357, 8.4898966433576142, 4.2450373370796601]
p-values : 
power , 1.0000
linear , 0.0000
exponential , 0.0000
lognormal , 1.0000
****************************************************
